rank,run,model,molecule_macro_normalized_mae,molecule_macro_mae,mapped_molecules,test_molecules,source_run,checkpoint_epoch
1,ilume@outputs/v1/stage2/base/evaluate,ILUME,0.14155275801620404,0.062378602579582734,2842,2854,outputs/v1/stage2/base/evaluate,
